url,image_url,name,price
https://www.glassesshop.com/eyeglasses/fz1268,"https://res.glassesshop.com/products/201810/5bbc509cc7c07.jpg?im=Resize,width=600,height=300",Genevieve - Tortoise,$34.95
https://www.glassesshop.com/eyeglasses/fp1643,"https://res.glassesshop.com/products/202106/60c6b76f369c4.jpg?im=Resize,width=600,height=300",Isaiah - Black/Crystal,$19.95
https://www.glassesshop.com/eyeglasses/fp2418,"https://res.glassesshop.com/products/202108/6110ab4757dd1.jpg?im=Resize,width=600,height=300",Bristol - MBlack,$45.95
https://www.glassesshop.com/eyeglasses/fp1804,"https://res.glassesshop.com/products/202105/60b58487603f5.jpg?im=Resize,width=600,height=300",Watertown - Brown,$19.95
https://www.glassesshop.com/eyeglasses/fp2065,"https://res.glassesshop.com/products/202004/5ea6a71f36e14.jpg?im=Resize,width=600,height=300",Eden - Purple,$19.95
https://www.glassesshop.com/sunglasses/sup0700,"https://res.glassesshop.com/products/201906/5cff70bbe91a2.jpg?im=Resize,width=600,height=300",Nodia - Black,$29.95
https://www.glassesshop.com/eyeglasses/fp1718,"https://res.glassesshop.com/products/202010/5f9624a245c0e.jpg?im=Resize,width=600,height=300",Jean - Tortoise,$19.95
https://www.glassesshop.com/eyeglasses/fz2100,"https://res.glassesshop.com/products/202307/64a2936f3a9b5.jpg?im=Resize,width=600,height=300",Callan - Crystal,$34.95
https://www.glassesshop.com/eyeglasses/fz1090,"https://res.glassesshop.com/products/201710/59e01c58d5a53.jpg?im=Resize,width=600,height=300",Mandy - Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/fp2026,"https://res.glassesshop.com/products/201911/5dbfecc57f5b9.jpg?im=Resize,width=600,height=300",Plains - Black,$26.95
https://www.glassesshop.com/eyeglasses/fp2104,"https://res.glassesshop.com/products/202006/5ef06e2c51365.jpg?im=Resize,width=600,height=300",Salisbury - Black/Golden,$19.95
https://www.glassesshop.com/eyeglasses/fp1619,"https://res.glassesshop.com/products/201805/5afe7d1daed84.jpg?im=Resize,width=600,height=300",Baldwin - Black/Crystal,$19.95
https://www.glassesshop.com/eyeglasses/fp2576,"https://res.glassesshop.com/products/202209/63291e887be5d.jpg?im=Resize,width=600,height=300",Silvester - Black,$12.95
https://www.glassesshop.com/eyeglasses/fz2107,"https://res.glassesshop.com/products/202307/64a2938eca472.jpg?im=Resize,width=600,height=300",Brian - Black,$34.95
https://www.glassesshop.com/eyeglasses/fm1086,"https://res.glassesshop.com/products/201707/5965e62dae07c.jpg?im=Resize,width=600,height=300",James - Black,$39.95
https://www.glassesshop.com/eyeglasses/fz2017,"https://res.glassesshop.com/products/202209/632920d36716b.jpg?im=Resize,width=600,height=300",Sheridan - Blue,$29.95
https://www.glassesshop.com/eyeglasses/fm1499,"https://res.glassesshop.com/products/202009/5f616c753590c.jpg?im=Resize,width=600,height=300",Saxton - Rose Gold,$39.95
https://www.glassesshop.com/eyeglasses/rm0320,"https://res.glassesshop.com/products/202208/62f9e77f8844f.jpg?im=Resize,width=600,height=300",Curitis - Black,$26.95
https://www.glassesshop.com/eyeglasses/fm1271,"https://res.glassesshop.com/products/201807/5b4c4d7b98167.jpg?im=Resize,width=600,height=300",Omar - Gunmetal,$19.95
https://www.glassesshop.com/eyeglasses/fp1110,"https://res.glassesshop.com/products/201708/5983fe65ed003.jpg?im=Resize,width=600,height=300",Hyannis - Black,$29.95
https://www.glassesshop.com/eyeglasses/fz1299,"https://res.glassesshop.com/products/201901/5c340388202fb.jpg?im=Resize,width=600,height=300",Hume - Tortoise/Brown,$7.00
https://www.glassesshop.com/eyeglasses/fm1496,"https://res.glassesshop.com/products/202009/5f5f3068bfdc4.jpg?im=Resize,width=600,height=300",Bevis - Black,$7.00
https://www.glassesshop.com/eyeglasses/fm1385,"https://res.glassesshop.com/products/201906/5d031896295ff.jpg?im=Resize,width=600,height=300",Riverside - Black/Golden,$19.95
https://www.glassesshop.com/eyeglasses/sm0752,"https://res.glassesshop.com/products/201707/5965e69bdcdc8.jpg?im=Resize,width=600,height=300",Matthew - Black,$39.95
https://www.glassesshop.com/eyeglasses/fp2646,"https://res.glassesshop.com/products/202209/63291f4cee19b.jpg?im=Resize,width=600,height=300",Rebecca - Floral,$26.95
